1	0.13760496924320856
2	0.19291801999012628
3	0.15628490348656973
4	0.08020613839228947
5	0.07375444720188777
6	0.14386909951766333
7	0.08715578292806943
8	0.07463241989413898
9	0.11576655010382335
10	0.049202087024847664
11	0.059435577442248665
12	0.072594553232193
13	0.06386142844955127
14	0.05238311613599459
15	0.09036328395207723
16	0.060877397656440735
17	0.03355170786380768
18	0.043592109034458794
19	0.059895697981119156
20	0.03431575993696848
21	0.04395689939459165
22	0.04634705682595571
23	0.044649081925551094
24	0.04318162674705187
25	0.03812442719936371
26	0.0457860187937816
27	0.051598165184259415
28	0.03861492623885473
29	0.05121571198105812
30	0.04317729795972506
31	0.042927285035451256
32	0.039207725475231804
33	0.04437781994541486
34	0.046705166498819985
35	0.04800944651166598
36	0.04148977374037107
37	0.051461946219205856
38	0.048043690621852875
39	0.055304753283659615
40	0.0343347005546093
41	0.04851208751400312
42	0.035408194487293564
43	0.030479477097590763
44	0.043069603542486824
45	0.04683714359998703
46	0.08628447353839874
47	0.0413645567993323
48	0.039963784317175545
49	0.03814190377791723
50	0.04020921140909195
